,Color,VehicleModel,VehicleDesc,ModelYear,VehicleType,DateStolen,Location
344,Silver,Reid,TRAILER,2016,Boat Trailer,14/12/2021,Waitemata
345,White,Toyota,REGIUS,2001,Light Van,29/10/2021,Auckland City
346,Silver,Briford,9X4 6 TANDEM,2016,Trailer,17/03/2022,Wellington
347,Silver,Trailer,GT,2016,Trailer - Heavy,1/02/2022,Auckland City
348,Silver,Trailer,GT TRAILER,2016,Trailer - Heavy,7/03/2022,Bay of Plenty
349,Green,Trailer,DOMESTIC,2016,Trailer,9/01/2022,Northland
350,Black,Trailer,HOMEMADE,2007,Trailer,7/10/2021,Waikato
351,Silver,Trailer,DOMESTIC TRAILER,2016,Trailer,14/03/2022,Canterbury
352,White,Caravan,BESSACARR CAMEO 625,2005,Caravan,31/10/2021,Waitemata
353,Silver,Trailer,TRAILER PRO,2016,Trailer,5/04/2022,Canterbury
354,Silver,Trailer,8X4,2016,Trailer,2/04/2022,Canterbury
355,Silver,Briford,8X4 TANDEM,2016,Trailer,31/03/2022,Canterbury
356,White,Swift,BARNWELL ARCHWAY,2002,Caravan,25/12/2021,Central
357,Black,Trailer,HOMEMADE,2016,Trailer,4/03/2022,Wellington
358,Silver,Titan,CAR CARRIER,2016,Trailer,3/11/2021,Bay of Plenty
359,Grey,Trailer,LOCAL,1970,Trailer,29/12/2021,Canterbury
360,Silver,Trailer,TRAYLA,2020,Trailer,17/02/2022,Central
361,Silver,Trailer,COMPASS-FPT104,2020,Trailer,17/12/2021,Waikato
362,Silver,Trailer,GIBBONS,2020,Trailer,2/03/2022,Waikato
363,Black,Trailer,HOMEBUILT,2020,Trailer,3/03/2022,Counties/Manukau
364,Grey,Trailer,P.S.,2020,Trailer - Heavy,7/01/2022,Central
365,Blue,Suzuki,GSX650F,2009,Roadbike,19/01/2022,Waikato
366,Blue,Trailer,FOXENG 1000,1998,Trailer,25/10/2021,Wellington
367,Grey,Trailer,DOMESTIC,2020,Trailer,27/02/2022,Counties/Manukau
368,Black,Trailer,TANDEM,2020,Trailer,24/03/2022,Bay of Plenty
369,Black,Suzuki,AZ50 UDK6,2007,Moped,15/03/2022,Auckland City
370,Black,Trailer,COOPER,2020,Trailer,19/10/2021,Canterbury
371,Silver,Titan,DOMESTIC TRAILER,2020,Trailer,28/03/2022,Eastern
372,Black,Harley Davidson,SOFTAIL,2006,Roadbike,9/03/2022,Counties/Manukau
373,Silver,Homebuilt,BOX TRAILER,2020,Boat Trailer,3/02/2022,Northland
374,White,Caravan,ZEPHYR,1980,Caravan,28/01/2022,Southern
375,Silver,Trailer,ROADCHEF,2020,Trailer,8/03/2022,Waikato
376,Silver,Trailer,TUFF,2020,Trailer,18/10/2021,Counties/Manukau
377,Blue,Suzuki,SV1000S,2003,Roadbike,14/12/2021,Waitemata
378,Red,Honda,CBR,1999,Roadbike,4/01/2022,Counties/Manukau
379,Grey,Trailer,GIBBONS,1996,Boat Trailer,30/03/2022,Northland
381,Grey,Trailer,DOMESTIC,2020,Trailer,13/12/2021,Counties/Manukau
382,Black,Homebuilt,TRAILER,2020,Trailer,16/10/2021,Southern
383,Black,Suzuki,GSX750F,2008,Roadbike,14/03/2022,Waitemata
384,Blue,Suzuki,GSX,2009,Roadbike,31/12/2021,Canterbury
385,Silver,Trailer,BOAT,2020,Trailer,26/11/2021,Auckland City
386,Grey,Homebuilt,DOMESTIC TRAILER,1998,Trailer,12/01/2022,Waitemata
387,Grey,Trailer,PRATTLEY,1974,Trailer,26/03/2022,Canterbury
388,Silver,Trailer,BOAT,2020,Boat Trailer,13/01/2022,Auckland City
389,Silver,Trailer,JOB MATE 7 X 4,2020,Trailer,1/01/2022,Eastern
390,Grey,Trailer,TANDEM,2020,Trailer,9/01/2022,Canterbury
391,Yellow,Atlas,XAS48XD ROAD COMPRES,2020,Trailer,6/01/2022,Canterbury
392,Black,Honda,NVS50,2005,Moped,17/12/2021,Canterbury
393,Black,Harley Davidson,XL,2006,Roadbike,13/01/2022,Auckland City
394,Silver,Homebuilt,TRAILER,2020,Trailer,24/03/2022,Central
395,Grey,Trailer,HOMEMADE,1980,Trailer,22/02/2022,Central
396,Silver,Trailer,MUDGWAY,2000,Boat Trailer,18/03/2022,Southern
397,White,Trailer,TPM,2020,Trailer - Heavy,13/11/2021,Canterbury
398,Silver,Trailer,PRO AUTO,2020,Trailer,7/03/2022,Canterbury
399,Blue,Suzuki,UZ,2007,Roadbike,14/01/2022,Auckland City
400,Yellow,Hyosung,GT,2007,Roadbike,9/10/2021,Central
401,Orange,Suzuki,UZ50,2009,Moped,10/03/2022,Counties/Manukau
402,Silver,Trailer,FOXENG 850,2016,Trailer,3/02/2022,Bay of Plenty
403,Silver,Trailer,8X4,2016,Trailer,14/11/2021,Southern
404,Silver,Trailer,ROAD CHIEF TR74CS/1,2016,Trailer,19/12/2021,Wellington
405,Grey,Trailer,REID,1975,Boat Trailer,6/11/2021,Tasman
406,Silver,Trailer,TANDEM,2011,Trailer,21/12/2021,Northland
407,Silver,Factory Built,BRENT SMITH TRAILERS,2017,Trailer,18/03/2022,Counties/Manukau
408,Black,Trailer,CAR,2017,Trailer,16/03/2022,Southern
409,Grey,Trailer,LOCAL,1960,Trailer - Heavy,21/01/2022,Canterbury
410,Silver,Trailer,TRAILER PRO,2017,Trailer,14/02/2022,Waitemata
411,Silver,Factory Built,TRAILUX TRAILER,2017,Trailer,6/12/2021,Wellington
412,Silver,Titan,10 X 5,2017,Trailer,21/12/2021,Wellington
413,Silver,Trailer,HAULER 7X4 TIPPING,2017,Trailer,5/12/2021,Central
414,Silver,Trailer,RB,2017,Boat Trailer,27/01/2022,Central
415,Silver,Trailer,EXCAVATOR TRAILER,2017,Trailer - Heavy,31/12/2021,Auckland City
416,Silver,Trailer,FOOD CART,2017,Trailer,13/12/2021,Tasman
417,Silver,Trailer,VULCAN,2017,Trailer,18/11/2021,Waitemata
418,Black,Homebuilt,TRAILER,2017,Trailer,14/01/2022,Bay of Plenty
419,White,Caravan,COMPASS OMEGA 534,2002,Caravan,1/11/2021,Northland
420,Silver,Trailer,GT TRAILER,2017,Trailer - Heavy,23/02/2022,Counties/Manukau
421,Silver,Trailer,ELITE 7X4,2017,Trailer,22/02/2022,Canterbury
422,Silver,Trailer,VOYAGER A16M,2002,Boat Trailer,8/01/2022,Bay of Plenty
423,Silver,Trailer,TUFF,2020,Trailer,25/01/2022,Central
424,Silver,Briford,8X4,2020,Trailer,14/10/2021,Canterbury
425,Green,Homebuilt,HOMEMADE,1987,Trailer - Heavy,16/01/2022,Canterbury
426,Silver,Trailer,WAVERUNNER,2020,Boat Trailer,13/02/2022,Canterbury
427,Silver,Trailer,TUFF,2020,Trailer,31/12/2021,Wellington
428,Silver,Trailer,TUFF,2020,Trailer,27/10/2021,Bay of Plenty
429,Silver,Trailer,TRAYLA,2020,Trailer,28/03/2022,Waikato
430,Silver,Kea,KC95,2020,Trailer,21/10/2021,Waikato
431,White,Caravan,LUNAR,2009,Caravan,24/03/2022,Canterbury
432,White,BMW,730I,2014,Saloon,24/03/2022,Auckland City
433,Grey,Trailer,BOAT TRAILER,1980,Boat Trailer,9/11/2021,Bay of Plenty
434,White,Caravan,SWIFT CHALLENGER 570,2010,Caravan,28/12/2021,Canterbury
435,Yellow,Trailer,OLEARY,1979,Trailer,17/03/2022,Wellington
436,White,Sterling,ECCLES,2005,Caravan,9/11/2021,Counties/Manukau
438,Silver,Yamaha,FZS,2004,Roadbike,19/02/2022,Canterbury
439,Yellow,Trailer,DOMESTIC TRAILER,1981,Trailer,1/04/2022,Waitemata
440,Black,Victory,8-BALL,2007,Roadbike,31/03/2022,Tasman
441,Gold,Moped,FACTORY BUILT,2008,Moped,25/11/2021,Wellington
442,Silver,Briford,7X4,1999,Trailer,21/02/2022,Canterbury
443,Red,Trailer,LOCAL,1967,Trailer,11/01/2022,Waikato
444,Silver,Trike,ELITE 8X4,2020,Trailer,24/10/2021,Tasman
445,Silver,Trailer,DOMESTIC TRAILER,2020,Trailer,14/10/2021,Bay of Plenty
446,Silver,Trailer,D-MAX FLATDECK,2020,Trailer,29/01/2022,Wellington
447,Silver,Honda,MAGNA,2003,Roadbike,10/03/2022,Auckland City
448,Silver,Kea,KC846,2000,Trailer,25/03/2022,Waikato
450,Blue,Trailer,LOCAL,1972,Trailer,7/12/2021,Central
451,White,Homebuilt,TANDEM TRAILER,1992,Trailer,8/02/2022,Canterbury
452,Silver,Trailer,HOMEBUILT,2020,Trailer,25/11/2021,Northland
453,Silver,Trailer,ELITE,2020,Trailer,9/03/2022,Canterbury
454,Grey,Piaggio,VESPA,1997,Roadbike,10/03/2022,Auckland City
455,Silver,Trailer,CRUISER,2020,Boat Trailer,15/12/2021,Counties/Manukau
456,Silver,Lochiel,TRAILER,2020,Trailer,30/11/2021,Canterbury
457,Orange,Trailer,CUSTOMS BUIL,1982,Trailer,28/01/2022,Northland
458,Silver,Briford,8X5,2020,Trailer,6/12/2021,Southern
459,Silver,Briford,8X4 TANDEM,2015,Trailer,27/11/2021,Canterbury
460,Red,Suzuki,SJ125,2004,Roadbike,19/03/2022,Canterbury
461,Black,Yamaha,JOG,1999,Moped,28/03/2022,Central
462,Grey,Trailer,GT PRODUCTS,1998,Trailer - Heavy,15/11/2021,Waitemata
463,White,Caravan,CI MUNRO,1977,Caravan,21/03/2022,Auckland City
464,Silver,Trailer,TRAYLA,2020,Trailer,25/11/2021,Bay of Plenty
465,Silver,Trailer,ASD JET SKI,2020,Boat Trailer,11/12/2021,Bay of Plenty
466,Red,Yamaha,XV250SL,2001,Roadbike,15/11/2021,Auckland City
467,Silver,Trailer,LIGHT,1999,Trailer,31/03/2022,Bay of Plenty
468,Silver,Trailer,MAKZ,2020,Boat Trailer,18/01/2022,Wellington
469,Silver,Trailer,ENSOL TANKER,2020,Trailer,3/03/2022,Wellington
470,Silver,Trailer,HOMEMADE,2021,Trailer,15/11/2021,Southern
471,Black,Homebuilt,TRAILER,2021,Trailer,11/10/2021,Northland
472,Grey,Trailer,DOMESTIC,2019,Trailer,23/02/2022,Waikato
473,Black,Aprilia,SXV,2008,Roadbike,30/10/2021,Canterbury
474,Silver,Honda,CB,2009,Roadbike,6/02/2022,Canterbury
475,White,Jayco,STARCRAFT,2017,Trailer - Heavy,4/01/2022,Counties/Manukau
476,Silver,Trailer,BES1500,2017,Trailer,23/12/2021,Auckland City
477,Silver,Trailer,PL27084 ACCESS,2017,Trailer,11/11/2021,Counties/Manukau
478,Silver,Briford,TRAILER 8X4,2017,Trailer,18/01/2022,Waikato
479,Silver,Trailer,TRANSPORT MGE,2017,Trailer,28/02/2022,Waikato
480,Silver,Trailer,TUI,2017,Trailer,31/12/2021,Central
481,Silver,Briford,8X4,2017,Trailer,5/04/2022,Southern
482,White,Homebuilt,TRAILER,1976,Trailer,21/11/2021,Bay of Plenty
483,Silver,Trailer,VULCAN C8X5T,2017,Trailer,17/10/2021,Waitemata
484,Black,Trailer,TOP GEAR,2017,Trailer,27/10/2021,Auckland City
485,Silver,Kea,K844T,2017,Trailer,28/01/2022,Canterbury
486,Silver,Trailer,EASY TILI,2017,Trailer,18/02/2022,Waikato
487,Silver,Trailer,HOMEBUILT,2017,Boat Trailer,20/03/2022,Canterbury
488,Silver,Trailer,BUNNINGS,2008,Trailer,24/02/2022,Central
489,Silver,Yamaha,RED RUNNER H/B,2017,Boat Trailer,20/01/2022,Waitemata
490,Silver,Trailer,TRAILER PRO,2017,Trailer,21/10/2021,Waitemata
491,Silver,Trailer,HOMEBUILT,2017,Trailer,6/11/2021,Canterbury
492,Silver,Kea,844X,2008,Trailer,9/03/2022,Central
493,Silver,Trailer,IFOR WILLIAMS,2017,Trailer,25/02/2022,Auckland City
494,Silver,Trailer,DOMESTIC TRAILER,2009,Trailer,9/10/2021,Waikato
495,Silver,Trailer,TUFF,2020,Trailer,6/12/2021,Bay of Plenty
496,Grey,Trailer,WAVERUNNER,2020,Boat Trailer,24/10/2021,Canterbury
497,Silver,Mono - Way,TRAILER,2008,Trailer,4/01/2022,Waitemata
498,White,Honda,CX,1985,Roadbike,16/02/2022,Auckland City
499,Blue,Suzuki,GN250,2005,Roadbike,28/01/2022,Auckland City
500,White,Trailer,BOAT TRAILER,1990,Boat Trailer,18/01/2022,Auckland City
501,White,Trailer,BOX,2021,Trailer,10/03/2022,Central
502,Grey,Trailer,CAR TRANSPORTER,2021,Trailer,24/11/2021,Waitemata
503,Silver,Moped,JET EURO X,2005,Moped,24/01/2022,Wellington
504,Silver,Trailer,ELITE 8X4,2021,Trailer,3/12/2021,Canterbury
505,Silver,Trailer,ROADCHIEF,2021,Trailer,28/01/2022,Waitemata
506,Silver,Kea,KC95,2021,Trailer,17/12/2021,Canterbury
507,Silver,Trailer,BRENT SMITH TB1,2021,Trailer - Heavy,18/01/2022,Waitemata
508,Silver,Trailer,TRAYLA,2021,Trailer,16/10/2021,Central
509,Silver,Factory Built,BRENT SMITH TRAILERS,2021,Trailer,4/02/2022,Counties/Manukau
510,Silver,Trailer,BOAT TRAILER,2021,Boat Trailer,19/11/2021,Bay of Plenty
511,Grey,Trailer,HAYES,1968,Trailer,28/01/2022,Canterbury
512,Grey,Trailer,TUI TRAILERS,2021,Trailer,21/02/2022,Counties/Manukau
513,Silver,Dacia,FACTORYBUILT,2021,Trailer,24/12/2021,Auckland City
514,Blue,Homebuilt,TRAILER,1969,Trailer,23/02/2022,Waikato
515,Silver,Homebuilt,TRANSPORTE GT PRODCU,1997,Trailer,14/02/2022,Bay of Plenty
516,Green,Trailer,HOMEMADE,1967,Trailer,9/12/2021,Southern
517,Grey,Trailer,HOMEBUILT,2021,Trailer,22/12/2021,Central
518,Silver,Trailer,CAR TRANSPORT,2021,Trailer,22/01/2022,Canterbury
519,Silver,Trailer,CAR TRANSPORRT,2021,Trailer,15/03/2022,Canterbury
520,Silver,Trailer,TRAYLA,2021,Trailer,7/12/2021,Wellington
522,Green,Trailer,HOMEMADE,1998,Trailer,16/03/2022,Central
523,Black,Homebuilt,TRAILER,2021,Trailer,4/03/2022,Central
524,Silver,Lochiel,DOMESTIC TRAILER,2021,Trailer,15/11/2021,Southern
525,Silver,Trailer,TRANSPORTER,2021,Caravan,23/02/2022,Central
526,Silver,Trailer,ROAD CHIEF,2021,Trailer,13/12/2021,Bay of Plenty
527,Blue,Honda,NVS,2002,Moped,23/01/2022,Wellington
529,Silver,Trailer,HEAVEN171H,2021,Trailer,15/11/2021,Central
530,Grey,Trailer,LOCAL,1976,Trailer,7/01/2022,Eastern
531,White,Liteweight,CHEVRON 1500,1975,Caravan,13/01/2022,Counties/Manukau
532,Silver,Trailer,CAR TRAILER,2021,Trailer,29/12/2021,Counties/Manukau
533,Silver,Trailer,D-MAX FLATDECK,2021,Trailer,9/12/2021,Auckland City
534,Silver,Kawasaki,ZX,2005,Roadbike,9/12/2021,Waikato
535,Silver,Trailer,DOMESTIC,2021,Trailer,14/12/2021,Northland
536,Silver,Trailer,KING,2021,Trailer,8/11/2021,Central
537,Black,Suzuki,GS,2002,Roadbike,1/12/2021,Waitemata
538,Green,Suzuki,STREET MAGIC TR50 8,2000,Moped,26/02/2022,Auckland City
539,Red,Suzuki,SV650S,2002,Roadbike,30/01/2022,Central
540,Silver,Trailer,OUTPOST 10X6,2017,Trailer,14/02/2022,Waitemata
542,Silver,Kea,KC 126,2017,Trailer,10/01/2022,Counties/Manukau
543,Silver,Trail-Lite,COMPASS S74,2017,Trailer,9/12/2021,Canterbury
544,Grey,Trailer,GOODS,2017,Trailer,5/04/2022,Wellington
545,White,Trailer,HOMEBUILT,1977,Trailer,16/11/2021,Eastern
546,Silver,Trailer,M J TANDEM AXLE,2017,Trailer,20/12/2021,Canterbury
547,Silver,Trailer,TOTAL POWER,2017,Trailer,15/11/2021,Canterbury
548,Silver,Trailer,TRAYLA,2017,Trailer,21/11/2021,Central
549,Silver,Trailer,FRONT RUNNER,2000,Boat Trailer,15/12/2021,Waikato
550,Silver,Trailer,HOMEBUILT,2017,Trailer,5/04/2022,Central
551,Silver,Trailer,UTBT,2017,Trailer,13/03/2022,Waikato
552,White,Bentley,S3,1963,Saloon,5/04/2022,Wellington
553,Silver,Trailer,CAR DOLLY,2017,Trailer,27/10/2021,Central
554,Silver,Trailer,JETSKI FACTORYBUILT,2002,Boat Trailer,14/03/2022,Canterbury
555,Silver,Trailer,COMPASS-KHSTTI,2017,Trailer,9/02/2022,Wellington
556,Silver,Trailer,COMPASS-KHSTTI,2017,Trailer,12/11/2021,Waikato
557,Silver,Pinto,TRADE WELLSIDE,2017,Trailer,18/03/2022,Auckland City
558,Black,Trailer,DOMESTIC,2018,Trailer,16/01/2022,Waitemata
559,Silver,Trailer,TIPPER,2021,Trailer,15/02/2022,Counties/Manukau
560,Red,Honda,SCV,2007,Roadbike,3/03/2022,Wellington
561,Silver,Trailer,7X4,2021,Trailer,20/11/2021,Wellington
562,Silver,Pinto,BRAKED TANDEM 10X5,2021,Trailer,8/11/2021,Auckland City
563,Grey,Trailer,MANAWATU ENGINEERING,2000,Trailer,30/03/2022,Canterbury
564,Grey,Trailer,HOMEMADE,1996,Trailer,28/03/2022,Waikato
565,Grey,Trailer,NYMIC,2021,Trailer - Heavy,29/10/2021,Counties/Manukau
566,Silver,Briford,8X5 DIGGER TRANSPORT,2021,Trailer,16/12/2021,Canterbury
567,Blue,Homebuilt,LOG SPLITTER,2021,Trailer,16/11/2021,Central
568,Grey,Trailer,DOMESTIC,2020,Trailer,27/02/2022,Counties/Manukau
569,Silver,Titan,DOMESTIC TRAILER,2021,Trailer,29/11/2021,Wellington
570,Grey,Trailer,DOMESTIC,2021,Trailer,3/01/2022,Northland
571,Silver,Trailer,BOAT,1985,Boat Trailer,21/12/2021,Bay of Plenty
572,Silver,Titan,DOMESTIC TRAILER,2021,Trailer,14/10/2021,Counties/Manukau
573,Silver,Trailer,BETTER,2021,Trailer,17/10/2021,Eastern
574,Silver,Trailer,TUFF,2021,Trailer,3/12/2021,Waikato
575,Blue,Suzuki,SJ50QT,2006,Moped,31/01/2022,Southern
576,Yellow,Trailer,HELLMACK 12X6,1998,Trailer,7/02/2022,Canterbury
577,Silver,Trailer,CT DIG25,2021,Trailer - Heavy,14/02/2022,Waitemata
578,White,Factory Built,CUSTOM,2021,Trailer,23/10/2021,Waikato
579,Silver,Trailer,PRESCOTT,2021,Trailer - Heavy,30/10/2021,Bay of Plenty
580,Silver,Diamond,TRAILER,2021,Trailer,1/03/2022,Central
581,Silver,Trailer,TRAYLA,2021,Trailer,5/04/2022,Bay of Plenty
582,Silver,Titan,DOMESTIC TRAILER,2021,Trailer,9/11/2021,Bay of Plenty
585,Grey,Trailer,DMW,2021,Boat Trailer,26/01/2022,Auckland City
586,Silver,Factory Built,CONCEPT TRAILERS,2021,Trailer,22/02/2022,Central
587,Grey,Trailer,DOMESTIC,2019,Trailer,23/10/2021,Auckland City
588,White,Swift,CARAVAN,2011,Caravan,14/11/2021,Counties/Manukau
589,Silver,Trailer,TANDEM,2021,Trailer,24/02/2022,Waitemata
590,Silver,Trailer,JOBMATE,2021,Trailer,15/02/2022,Central
591,Black,Universal,DOMESTIC TRAILER,2021,Trailer,24/01/2022,Auckland City
592,Silver,Aakron Xpress,HUMBAUR,2021,Trailer,5/02/2022,Waitemata
593,Grey,Trailer,JET SKI,2013,Boat Trailer,6/12/2021,Waitemata
594,Blue,PGO,NAKED 50,2009,Moped,18/11/2021,Auckland City
595,White,Caravan,COACHMAN AMARA 520,2009,Caravan,22/02/2022,Canterbury
596,Silver,Trailer,ELITE,2021,Trailer,28/02/2022,Canterbury
597,Silver,Trailer,IFOR WILLIAMS,2021,Trailer - Heavy,20/02/2022,Northland
598,Black,Moped,VMOTO MILAN,2007,Moped,21/02/2022,Waitemata
599,Red,Nissan,TIIDA,2008,Hatchback,30/03/2022,Counties/Manukau
600,Grey,Trailer,DOMESTIC,2019,Trailer,19/10/2021,Waitemata
601,Red,Moped,CICLONE,2008,Moped,18/10/2021,Auckland City
602,Grey,Trailer,HOMEMADE,1993,Trailer,20/01/2022,Canterbury
603,White,Trailer,LOCAL,1985,Trailer,17/02/2022,Waikato
604,Silver,Trailer,BST2021D,2021,Trailer,24/10/2021,Waitemata
605,Yellow,Homebuilt,ABEL,1987,Trailer - Heavy,12/10/2021,Eastern
606,Black,Kawasaki,VN,1996,Roadbike,22/11/2021,Waitemata
607,Silver,Trailer,GT17023,2018,Trailer - Heavy,28/03/2022,Counties/Manukau
608,Silver,Titan,DOMESTIC TRAILER,2018,Trailer,21/03/2022,Eastern
609,Black,Trailer,HOMEMADE,2018,Trailer,8/11/2021,Northland
610,Black,Trailer,DOLLY,2015,Trailer,19/01/2022,Waikato
611,Grey,Trailer,CRESTA CRAFT,1976,Boat Trailer,17/11/2021,Canterbury
612,Silver,Trailer,DOMESTIC,2018,Trailer,24/02/2022,Northland
613,Silver,Trailer,JETSKI,2018,Boat Trailer,30/01/2022,Central
614,Silver,Briford,8X4 TANDEM,2018,Trailer,18/01/2022,Canterbury
615,Silver,Kea,K64SA,2018,Trailer,16/10/2021,Waikato
616,Grey,Trailer,DOMESTIC TRAILER,2018,Trailer,25/10/2021,Counties/Manukau
617,Silver,Titan,DOMESTIC TRAILER,2018,Trailer,11/02/2022,Counties/Manukau
618,White,Trailer,DOMESTIC,2018,Trailer,12/12/2021,Waitemata
619,Silver,Trailer,PRESCOTT,2018,Trailer - Heavy,25/10/2021,Canterbury
620,Silver,Trailer,HOMEBUILT,2018,Trailer,17/12/2021,Bay of Plenty
621,Silver,Trailer,GT DIGGER TRAILER,2018,Trailer - Heavy,24/11/2021,Counties/Manukau
622,Silver,Trailer,TRAYLA,2018,Trailer,15/11/2021,Wellington
623,Silver,Trailer,BRIAN JAMES A4,2018,Trailer,18/01/2022,Auckland City
624,Silver,Titan,DOMESTIC TRAILER,2018,Trailer,29/12/2021,Central
625,Grey,Trailer,HOMEBUILT,2018,Trailer,14/12/2021,Central
626,Silver,Briford,8X4 TANDEM,2018,Trailer,2/02/2022,Canterbury
627,Silver,Homebuilt,TRAILER8X4,2018,Trailer,11/10/2021,Canterbury
628,Grey,Trailer,ZANDER BUILT,2018,Trailer,14/03/2022,Central
629,White,Factory Built,CRESTA CRAFT XRP,1973,Caravan,17/01/2022,Tasman
630,Silver,Trailer,DOMESTIC,2002,Trailer,22/10/2021,Tasman
631,Red,Moped,ELITE STAR 50,2011,Moped,18/03/2022,Canterbury
632,Blue,Triumph,DAYTONA,2002,Roadbike,21/11/2021,Wellington
633,Yellow,Suzuki,DR-Z400,2007,Roadbike,25/03/2022,Wellington
634,White,Keeway,F-ACT,2012,Moped,18/10/2021,Auckland City
635,Red,TNT Motor,ROMA,2015,Moped,22/01/2022,Waitemata
636,White,Honda,CBR,2015,Roadbike,14/12/2021,Wellington
637,Red,Suzuki,GN125H,2009,Roadbike,22/01/2022,Auckland City
638,Blue,Moped,SOLANA,2010,Moped,26/12/2021,Auckland City
639,Silver,Vespa,LX,2011,Moped,2/04/2022,Auckland City
640,Black,Moped,EURORIDER,2014,Moped,25/12/2021,Waitemata
641,Black,Suzuki,UZ,2014,Moped,11/12/2021,Auckland City
642,Green,Kawasaki,KLX,2014,Roadbike,18/10/2021,Wellington
643,White,Honda,GLH,2014,Roadbike,14/03/2022,Auckland City
644,Silver,Trailer,PRESCOT,2003,Trailer,19/10/2021,Bay of Plenty
645,Silver,DMW,SF535,2003,Boat Trailer,9/01/2022,Auckland City
646,Silver,Kea,K745A,2002,Trailer,7/11/2021,Waikato
647,Black,Suzuki,VL250,2010,Roadbike,3/03/2022,Auckland City
648,White,Yamaha,XT,1993,Roadbike,13/02/2022,Northland
649,White,Moped,ELITE STAR 50,2011,Moped,3/01/2022,Canterbury
650,Orange,KTM,EXC,2004,Roadbike,13/02/2022,Northland
651,Black,Piaggio,ZIP,2013,Moped,20/01/2022,Wellington
652,Black,Honda,WW,2013,Roadbike,13/10/2021,Auckland City
653,White,KTM,390,2013,Roadbike,7/01/2022,Auckland City
654,Cream,Forza,CAPRI,2014,Moped,8/02/2022,Auckland City
655,Black,Piaggio,ZIP,2014,Moped,2/02/2022,Auckland City
656,Blue,Yamaha,YZF-R6Y,2014,Roadbike,22/12/2021,Canterbury
657,Blue,Yamaha,YZF-R6W,2008,Roadbike,11/01/2022,Counties/Manukau
658,Red,Factory Built,TAOTAO,2015,Moped,17/11/2021,Canterbury
659,Silver,Trailer,FACTORY BUILT,2003,Trailer - Heavy,13/10/2021,Canterbury
660,Black,Harley Davidson,FXDC,2008,Roadbike,5/04/2022,Counties/Manukau
661,Black,Harley Davidson,XL,2007,Roadbike,23/03/2022,Wellington
662,Black,Piaggio,VESPA,2005,Roadbike,8/12/2021,Tasman
663,Red,Honda,SCV,2011,Roadbike,9/11/2021,Waikato
664,Black,Suzuki,GSR,2011,Roadbike,18/03/2022,Counties/Manukau
665,Orange,KTM,EXC,2011,Roadbike,7/01/2022,Auckland City
666,Black,Hyosung,GV250,2012,Roadbike,17/11/2021,Waitemata
667,White,Piaggio,ZIP,2012,Moped,6/02/2022,Auckland City
668,Black,Vmoto,MOTORCYCLE,2010,Moped,2/12/2021,Bay of Plenty
669,Black,Suzuki,VZ800,2006,Roadbike,22/11/2021,Waitemata
670,Green,Suzuki,VL800,2007,Roadbike,30/01/2022,Counties/Manukau
671,Red,PGO,LIGERO,2014,Moped,20/10/2021,Canterbury
672,Black,KTM,390,2014,Roadbike,30/12/2021,Waikato
673,Black,TNT Motor,ROMA,2015,Moped,19/01/2022,Counties/Manukau
674,Black,Victory,VEGAS,2013,Roadbike,14/10/2021,Southern
675,Silver,Trailer,LOCAL,2002,Boat Trailer,30/03/2022,Waikato
676,Red,Honda,SCV,2010,Roadbike,9/12/2021,Tasman
677,Silver,Yamaha,MOTORCYCLE,2011,Moped,16/11/2021,Canterbury
678,Yellow,Honda,TODAY,2011,Moped,3/01/2022,Counties/Manukau
679,Blue,Yamaha,YZF,2013,Roadbike,27/03/2022,Wellington
680,Black,PGO,PMX,2013,Moped,4/01/2022,Northland
681,White,Husqvarna,FE,2014,Roadbike,10/02/2022,Canterbury
682,Black,Suzuki,GSX750F,2008,Roadbike,14/03/2022,Northland
683,Black,Factory Built,SHENKE,2014,Moped,16/11/2021,Canterbury
684,Yellow,Moped,ORION SCOOTER,2009,Moped,10/01/2022,Wellington
685,Blue,Piaggio,VESPA ET2 50,2005,Moped,5/02/2022,Waitemata
686,Blue,Yamaha,CV50,2011,Moped,11/01/2022,Wellington
687,Red,Suzuki,GW250,2013,Roadbike,27/01/2022,Auckland City
688,Grey,Aprilia,RSV,2002,Roadbike,4/03/2022,Southern
689,Black,Honda,CBR,2014,Roadbike,26/03/2022,Bay of Plenty
690,Red,Honda,PIONEER 500,2014,All Terrain Vehicle,2/03/2022,Canterbury
691,Red,Over,THOR,2015,Moped,27/11/2021,Wellington
692,Green,Trailer,O'LEARY 8' X 5',2002,Trailer,11/01/2022,Eastern
693,Green,Briford,8X4 TANDEM,2002,Trailer,23/02/2022,Canterbury
694,Black,Moped,VMOTO MILAN,2010,Moped,18/12/2021,Counties/Manukau
695,Silver,Keeway,CRUISER,2011,Roadbike,27/11/2021,Waikato
696,Black,Aprilia,DORSODURO,2012,Roadbike,22/01/2022,Auckland City
697,Black,Piaggio,FLY,2012,Roadbike,26/11/2021,Auckland City
698,Black,Suzuki,GSX-R600,2012,Roadbike,22/11/2021,Auckland City
699,Red,Honda,CRF,2013,Roadbike,13/11/2021,Wellington
700,Blue,Husaberg,FE,2014,Roadbike,18/12/2021,Wellington
701,Green,Honda,NBC,2013,Roadbike,17/10/2021,Eastern
702,Black,TNT Motor,ROMA,2014,Moped,14/03/2022,Bay of Plenty
